ID,TITLE,ADDRESS,PHONE,FAX,EMAIL,TOLL_FREE,URL,DESCRIPTION,AREA,LONGITUDE,LATITUDE
193,Lime Ridge Mall,"999 Upper Wentworth St. Hamilton, ON L9A 4X5",905-387-4455,,limguestservices@cadillacfairview.com,905-387-4455,www.cfshops.com/lime-ridge.html,"Lime Ridge is Hamilton's premier fashion destination, offering an exciting shopping experience with over 180 of the most recognizable brands. Lime Ridge is conveniently located on the Hamilton mountain with direct access to the Lincoln M. Alexander Parkway and HSR transit service.",Shopping,-79.8613646405,43.2178990156
194,Lloyd D. Jackson Square ,"100 King Street West, Suite 200 Hamilton,ON L8P 1A2",905-522-3501,,,905-522-3501,http://jacksonsquare.ca/,"Jackson Square is home to a retail shopping complex in the core of downtown Hamilton. When your destination is Hamilton, the place to be is in the The Square",Shopping,-79.8695241518,43.2571841495
195,Locke Street Shopping District ,"190 Locke Street South Hamilton, ON L8P 4B4 ",905-929-1048,,lockestreetshops@live.ca,905-929-1048,www.lockestreetshops.com,"Locke Street South is home to a host of niche businesses from florists galleries to salons, boutiques antiques. Small town atmosphere with generous hospitality.",Shopping,-79.8862506000,43.2540038643
196,Main West Esplanade Shopping District ,"Main Street West, between Dundurn and Hess, in the western portion of Hamilton’s Downtown core",905-522-7936,,alaw@pracommercial.com,905-522-7936,www.investinhamilton.ca/,"Experience the spas, the hair salons, sensational dining, upscale fashions, all on the Main West Esplanade between Dundurn and Hess on Main W.",Shopping,-79.8882460716,43.2596260427
197,Murphy's Country Produce,"2040 Guyatt Rd. Binbrook,ON L0R 1C0",905-692-5733,,murphysproduce@rogers.com,905-692-5733,www.murphyscountryproduce.com,"Come enjoy yourself at Murphy's Country Produce. Pre-picked or pick your own strawberries, raspberries, peas, tomatoes, peppers, fava beans, romano beans and pumpkins. Pre-picked sweet corn and gladiolas.",Shopping,-79.7740291569,43.1361943256
198,Ottawa Street Shopping District ,"242 Ottawa St. North Hamilton, ON L8H 3Z7",905-544-5822,,info@ShopOttawaStreet.com,905-544-5822,www.shopottawastreet.com,"Ottawa Street is Hamilton's destination for inspiration and reflects the eclectic spirit of our City. With over 100 shops, featuring great food, fantastic fashion and fabulous finds Ottawa Street will inspire even the most novice Do-It-Yourself enthusiast.There are endless creative combinations of antiques, fabric, furniture, food, art and collectibles as well as many home services and great restaurants. Be one of the dÃ©cor enthusiasts that visit regularly to discover our charms.",Shopping,-79.8176720073,43.2475521616
199,Punch Bowl Country Market,"136 Ridge Road, Stoney Creek, ON",905-662-1665,,info@punchbowl.ca,905-662-1665,http://www.punchbowl.ca/,"Located on the picturesque Niagara Escarpment in upper Stoney Cree, the Punch Bowl Country Market offers a wide selection of local produce and fresh-baked entrees and desserts - especially famous home-made pies. Located by Devil¿s Punch Bowl Conservation Area.",Shopping,-79.7584977913,43.2104761232
200,Ridge Road Estate Winery,"1205 Ridge Road, Vinemount, ON L8J 2X5",289-649-0353,,wine@ridgeroadwinery.ca,289-649-0353,www.ridgeroadwinery.ca,"This family run winery is perched on the rocky edge of the Niagara Escarpment's upper bench. Remarkable views of Lake Ontario, the Toronto Skyline and the nature that surrounds it make Ridge Road Estate Winery a perfect spot to start a memorable journey. All of the wines are hand crafted in small batches using only hand picked and sorted grapes.",Shopping,-79.6614531000,43.1948243000
201,Shawn and Ed Brewing Company,"65 Hatt Street, Dundas, ON L9H 7T6",905-562-8994,,info@lagershed.com,905-562-8994,www.lagershed.com,"Beer For Adventurous Mouths The beers brewed here are for people who embrace the idea that adventure is good, that it builds character, makes dreams come true, and brings life to its fullest. The focus has always and will always be on quality not quantity. In all of our brews we use four natural ingredients: water, malted barley, hops, and yeast. We aim to create sessionable and flavourful lagers; and unique Pinot Noir barrel aged ales.",Shopping,-79.9573760000,43.2654846000
202,Stoney Creek Business Improvement Area,"21 Mountain Ave. S., Stoney Creek, ON L8G 2V5",905-664-4000,,info@stoneycreekbia.com,905-664-4000,www.stoneycreekbia.com,"The Stoney Creek Shopping District is located in the heart of Stoney Creek's downtown core. The boundaries are King Street East from Lake Avenue to Applewood.It's old time hospitality without compromising today's finer things.Visit the merchants and service providers of beautiful historical Olde Stoney Creek.It's a place where everyone knows your name, going one step further to help you.It's that old time charm that we long for . . .. . . so beautiful, you won't want to leave!",Shopping,-79.7545992045,43.2163343673
203,The Castle Shop,"610 York Boulevard, Hamilton, ON, L8H 3H1","905-546-2872, ext. 2525",,giftshop@hamilton.ca,"905-546-2872, ext. 2525",,"The Coach House at Dundurn Housed in an 1870's Coach House, this unique, meeting and reception facility can accommodate groups up to 88 people. The Coach House is also home to The Castle Shop, featuring a variety of Canadian handmade crafts, souvenirs and special gifts.",Shopping,-79.8841848582,43.2694704664
204,Waterdown Shopping District ,"PO Box 198 Waterdown,ON L0R 2H0 ",905-690-7134,,wilfred.arndt@sympatico.ca,905-690-7134,www.waterdownbia.ca,"Discover Waterdown, a quaint, picturesque village with a wide range of shopping - from antiques and hobby stores to clothiers, tearooms, fine dining, and cafes. Free parking throughout the town.",Shopping,-79.8955934944,43.3310309252
205,Westdale Village Shopping District ,"1045 King St. W Hamilton,ON L8S 1L6",905-526-6134,,info@westdalevillage.ca,905-526-6134,www.westdalevillage.ca,"The Westdale merchants have searched the world to find merchandise that is unique but affordable, for the shopper with the discerning eye for value and customer service. Our restaurants have something for all tastes and budgets. Westdale Village is a hidden treasure box to unlock.",Shopping,-79.9055297977,43.2620232732
206,Adventure Village,"580 Van Wagners Beach Rd. Hamilton,ON L8E 3L8",905-549-9444,,info@adventure-village.com,905-549-9444,http://www.adventurevillage.ca,"Featuring an elaborate 18 hole miniature golf, 9 batting cages, bumper cars that spin 360, rock climbing, gemstone mining, arcade and licensed cookhouse. Perfect for birthday parties and group outings.",Sports and Recreation,-79.7591352573,43.2519955601
207,Alcatraz Escape Rooms,"576 Concession Street, Hamilton, ON L8V 1B1",289-775-4091,,info@alcatrazescaperooms.com,289-775-4091,http://www.alcatrazescaperooms.com,"Alcatraz Escape Rooms opens its doors on April 1, 2016 in Hamilton, Ontario. Owned and operated by 3 local puzzle enthusiasts, Alcatraz offers a feel of excitement and mystery from the moment you step into the lobby until the moment you leave. The buzz is real and people are talking about the unique experience offered at our Escape Room facility. .....but don't take our word for it, come in and see for yourself!",Sports and Recreation,-79.8514380000,43.2409680000
208,Amazing Adventures,"240 Nebo Road, Unit 5, Hamilton, ON L8W 2E1",905-574-7529,,aap-hamilton@hotmail.com,905-574-7529,http://amazingadventuresplayland.ca,"Our facility boasts over 4,500 sq ft of play space and spacious party rooms. Our state-of-the-art amusements include play structures with wavy slides, tunnels, bendy squeeze and twisty slides Designated toddler only areas allow the younger children to play while learning valuable development skills. Our meticulously clean environment allows parents and caregivers to relax while meeting the strictest guidelines in absolute safety. Our premises are monitored by video surveillance at all times for your child's safety. Call us today to find out more information about our facility!",Sports and Recreation,-79.8386310000,43.1923150000
209,Cameron Speedway and Amusements,"2633 Upper James St. Mount Hope, ON L0R 1W0",905-679-2122 Ext. 1,,info@cameronspeedway.com,905-679-2122 Ext. 1,www.cameronspeedway.com,2 km of go-kart racing for the whole family. 4 paintball fields that consist of scenario and speedball. 2400sq ft Inflatable Laser Tag arena for all ages. Snack bar.,Sports and Recreation,-79.9063357826,43.1715012294
210,Flamboro Downs,"967 Highway 5 West, Hamilton (Flamborough), ON",905-627-3561,,info@flamborodowns.com,905-627-3561,www.flamborodowns.com,"Welcome to Flamboro Downs ""“ regarded as one of the finest standardbred racing facilities and a great place to work! Were you aware that Flamboro Downs is home to the world record for three-year-old pacers on a half-mile track? Harness this exhilaration. Harness this excitement. Experience electronic table game devices and over 800 slot machines operated by the OLG, the atmosphere of on-site dining, bar and conferencing. There is something for everyone! In addition to offering a multi-faceted entertainment, food beverage and gaming destination on 220 acres in rural Hamilton, our ultimate goal is to provide a memorable, exciting entertainment experience to our guests and rewarding opportunities for our associates. Since its founding in 1975, Flamboro Down's management has been committed to promoting positive employee relations and service excellence 24/7.",Sports and Recreation,-80.0242042012,43.2999569455
211,Flamboro Speedway,"929 Brock Road, Flamborough, ON L9H 5E3 ",905-659-3042,,gpaxton@execulink.com,905-659-3042,http://flamborospeedway.ca/,"Flamboro Speedway was established in 1961 and has provided a full summer schedule of high-speed, high-excitement grassroots stock car racing action every year since, making it one of Canada's longest running stock car tracks.",Sports and Recreation,-80.0234066560,43.3282550314
212,Hamilton Bulldogs Hockey Club,"101 York Boulevard, Hamilton, ON, L8R 3L4",905-529-8500,,info@hamiltonbulldogs.com,905-529-8500,www.hamiltonbulldogs.com,The Hamilton Bulldogs Hockey Club is our OHL hometown boys offering great family entertainment,Sports and Recreation,-79.8721996725,43.2591379153
213,Hamilton Cardinals Baseball Club - IBL,Bernie Arbour Stadium,905-929-1413 ,,iblcardinals@bell.net,905-929-1413 ,www.iblcardinals.com,"Out of beautiful Bernie Arbor Stadium, we are the 2nd oldest sports franchise in Hamilton. We offer good baseball, good food and an inexpensive family outing.",Sports and Recreation,-79.8215687000,43.2117084000
214,Hamilton Indoor Go Karts,"193 Cavell Avenue, Hamilton, ON L8L 8C9",905-545-0055,,,905-545-0055,http://www.hamiltonindoorgokarts.ca/,We offer the fastest go-karts in Ontario...if you have a need for speed we have the karts for you!!! Come out to the great race track in Hamilton!,Sports and Recreation,-79.8240047000,43.2542471000
215,Hamilton Tiger-Cats,"1 Jarvis St, Hamilton, ON L8R 3J2",(905) 547-2287,,info@ticats.ca,(905) 547-2287,www.ticats.ca,"The Hamilton Tiger-Cats are a Canadian Football League team based in Hamilton, Ontario founded in 1950 with the merger of the Hamilton Tigers and the Hamilton Flying Wildcats. The Tiger-Cats play their home games at Tim Hortons Field.",Sports and Recreation,-79.8606150000,43.2554270000
216,Lakeland Go-Karts,"180 Van Wagner's Beach Rd. Hamilton,ON",905-544-3951,,,905-544-3951,http://www.lakelandkartway.ca/,"If you like to drive, you'll love navigating all the twists and turns of this half-kilometer asphalt course on the shores of Lake Ontario. Two-seater carts are the perfect way for adults and children to share the experience. Single-driver carts offer loads of fun and exciting thrills for any soloist.",Sports and Recreation,-79.7698786932,43.2634259095
217,OLG Slots at Flamboro Downs,"967 Highway 5 West Hamilton, ON L9H 5G1 ",905-628-4275,,mmcsporran@olg.ca,905-628-4275,www.olg.ca,"Perched high atop the Niagara Escarpment, just minutes from downtown Hamilton, OLG Slots at Flamboro Downs is sure to get your pulse racing! The mystique of Arabian Nights casts an air of enchantment over the facility, where there are over 800 slot machines. Complimentary shuttle service from several locations in Hamilton and Cambridge. Please contact the Winner's Circle Rewards desk at 905-628-4275 ext. 4857 for complete details. Hours of operation are 24 hours a day, 7 days a week.",Sports and Recreation,-80.0265605216,43.3000961901
218,Royal Hamilton Yacht Club,555 Bay Street North,905-528-8464,,sail@rhyc.ca,905-528-8464,www.rhyc.ca,We are a private club with a beautiful view of the Burlington Bay. We offer intimate meeting spaces and a large dining room with a full-service bar and kitchen. We have flexible menu options and competitive pricing,Sports and Recreation,-79.8626573204,43.2742085444
219,The Crux,"847 Upper James St, Hamilton, ON CA",(905) 385-2789,,info@thecrux.ca,(905) 385-2789,http://thecrux.ca/,"The Crux Escape Room Inc. is proud to present The Crux Escape Rooms and Gaming Lounge, located on the Hamilton Mountain. Our location was carefully scouted for ease of access and other nearby amenities to fit nicely into any type of evening. The Crux is also proud to offer a team-building program for businesses that can include a number of our rooms, food, a team building seminar, and employer feedback.Loosely based on escape the room video games like The Castle of Dr. Brain, The 7th Guest, Maniac Mansion and many others. A player is locked in a room and must explore their surroundings to escape. Each of our games has a distinct theme, and puzzles that follow a narrative throughout the room.",Sports and Recreation,-79.8816379000,43.2275690000
220,Tim Horton's Field,"64 Melrose Ave. North, Hamilton Ontario L8L 8C1",905-546-2424 ext. 2406,,timhortonsfield@hamilton.ca,905-546-2424 ext. 2406,https://www.hamilton.ca/timhortonsfield,"Tim Hortons Field is the home of the Hamilton Tiger-Cats. The state-of-the-art field seats 22,500 people and hosts concerts, major sporting events and meeting rooms for coporate events and social functions.",Sports and Recreation,-79.8310060000,43.2530230000
221,Wild Waterworks,"585 Van Wagner's Beach Rd Hamilton,ON","905-547-6141, ext. 5007",,wildww@conservationhamilton.ca,"905-547-6141, ext. 5007",www.wild-waterworks.com,"Catch all the fun Wild Waterworks has to offer from the first Saturday in June to Labour Day. Featuring tube slides, body slides, wave pool, Eazy River and children's area.",Sports and Recreation,-79.7450628310,43.2445509489
222,Albion Falls,"Albion Falls, Hamilton, ON",,,,,http://www.waterfalls.hamilton.ca/,"Albion Falls is a Complex Classic Cascade waterfall 19 metres in height. Located at the southernmost tip of King’s Forest Park in Hamilton, its source is Red Hill Creek. Albion Falls enjoys year-round flow.",Waterfalls,-79.8198040000,43.2002060000
223,Borers Falls,"Borers Falls, Hamilton ON",,,,,http://www.waterfalls.hamilton.ca/,"Borer’s Falls is a 15 metre high curtain style waterfall whose source is nearby Borer’s Creek. It is located at the Borer’s Falls Conservation Area in Dundas, and has a year-round flow.",Waterfalls,-79.9369230000,43.2938960000
224,Devil's Punchbowl,"Devil's Punchbowl, Hamilton, ON",,,,,http://www.waterfalls.hamilton.ca/,"Devil’s Punchbowl is a ribbon waterfall 37 metres (121 feet) in height and a crest width of 3 metres (10 feet). Located at the Devil’s Punchbowl Conservation Area in Stoney Creek, the area actually contains two separate falls: the Upper Falls is the classical shape, while the Lower is the ribbon type. Known at one time as Horseshoe Falls, it is the third highest waterfall in Hamilton.",Waterfalls,-79.7555490000,43.2106110000
225,Felker's Falls,"Felker's Falls, Hamilton, ON",,,,,http://www.waterfalls.hamilton.ca/,"Felker’s Falls is located on a branch of the Red Hill Creek called Davis Creek. Its height is 22 metres (72 feet) and its crest width is 6 metres (20 feet). It is considered a Terraced Ribbon Falls, and experiences year-round flow. Its GPS coordinates are 17T 0598299 4784147.",Waterfalls,-79.7911910000,43.2026850000
226,Tew's Falls,"Tews Falls, Hamilton, ON",,,,,http://www.waterfalls.hamilton.ca/,"Tews Falls is a ribbon waterfall 41 metres in height, making it the tallest in Hamilton. Located at the Spencer Gorge / Webster’s Falls Conservation Area in Greensville, its source is Logie’s Creek.",Waterfalls,-79.9782910000,43.2806850000
227,Tiffany Falls,"Tiffany Falls, Hamilton, ON",,,,,http://www.waterfalls.hamilton.ca/,Tiffany Falls is a 21 metre high cascade waterfall whose source is nearby Tiffany Creek. It is located at the Tiffany Falls Conservation Area in Ancaster.,Waterfalls,-79.9586080000,43.2394510000
